"","gene_id","gene_name","logFC","logCPM","LR","PValue","FDR"
"27","ENSMUSG00000047259","Mc4r",-2.09802725519684,1.12353955180321,24.8542501193996,6.18325686251868e-07,0.00033270502110619
"28","ENSMUSG00000056258","Kcnq3",-0.766919141408487,4.49116762743843,24.5649229607079,7.18477569336138e-07,0.000372787218832693
"29","ENSMUSG00000030500","Slc17a6",-0.813007583518014,5.34288495917939,24.4475544966309,7.63603767338265e-07,0.00038253915627208
"30","ENSMUSG00000028804","Csmd2",-0.63032573362095,6.10273191727166,24.0957251460662,9.16635595510503e-07,0.000443896064385886
"31","ENSMUSG00000035551","Igfbpl1",-0.4448490492572,8.68259503854364,23.7762653719532,1.08208596298475e-06,0.000491267027195076
"32","ENSMUSG00000097545","Mir124a-1hg",-0.895309331256402,3.86713655386993,23.8300603439227,1.052262536591e-06,0.000491267027195076
"33","ENSMUSG00000110277","Gm45871",1.12911348045593,2.89192962250687,23.469070337716,1.26938170051308e-06,0.000558835677122851
"34","ENSMUSG00000029781","Fkbp9",-0.48567027904747,5.98171918160049,23.1990752101976,1.4606755473864e-06,0.000612497236535226
"35","ENSMUSG00000034799","Unc13a",-0.556646868414507,5.50287219769906,23.1253659293945,1.51775196278002e-06,0.000612497236535226
"36","ENSMUSG00000092116","Gm10320",-2.69186854124112,0.459327517401296,23.1452425754822,1.50214386317115e-06,0.000612497236535226
"37","ENSMUSG00000055609","Hba-x",3.0251480994483,1.9345675966675,22.8418358737769,1.7589489751642e-06,0.000690648938140148
"38","ENSMUSG00000050953","Gja1",0.480695535939057,6.47650035378489,22.7416438264764,1.85308173926015e-06,0.000708462408104513
"39","ENSMUSG00000042846","Lrrtm3",-1.44303951955033,1.44123855196392,22.5451511298122,2.052619683522e-06,0.000764627147748912
"40","ENSMUSG00000073910","Mob3b",0.811546524245282,3.95841923114933,22.0481680709629,2.65893327071669e-06,0.000965724563924301
"41","ENSMUSG00000113411","Gm48643",3.18342624323326,-0.390639242604189,21.8721403610859,2.91434469405619e-06,0.00103267316378654
"42","ENSMUSG00000030605","Mfge8",-0.499180874859628,7.53286408246127,21.6954753553205,3.1954408867679e-06,0.00110531821911819
"43","ENSMUSG00000043753","Dmrta1",0.717880190398512,4.77109882610707,21.6063716136268,3.34737978068363e-06,0.0011309472896226
"44","ENSMUSG00000021379","Id4",0.602674865009979,9.11571411464276,20.9935732589068,4.60826600165803e-06,0.00152156564709291
"45","ENSMUSG00000028081","Rps3a1",-0.701833455078205,7.76217057796092,20.6162656695905,5.6117302497855e-06,0.00181171593486408
"46","ENSMUSG00000040289","Hey1",0.536749639133824,6.91591826342395,20.0804480206576,7.42518960029746e-06,0.00234506857637221
"47","ENSMUSG00000041708","Mpped1",-0.589894068871595,7.37860355719291,19.5650856363279,9.72299198086287e-06,0.00300543888293566
"48","ENSMUSG00000070498","Tmem132b",-0.485088554564794,7.64727908801901,19.3904771104298,1.06536978466561e-05,0.00322451921492124
"49","ENSMUSG00000019773","Fbxo5",0.496511778681263,6.29154169904917,19.1969865025745,1.17899362959873e-05,0.00335851361780596
"50","ENSMUSG00000024076","Vit",-0.645348141795727,5.20019314356477,19.2532812841823,1.144734629722e-05,0.00335851361780596
"51","ENSMUSG00000047496","Rnf152",0.684531084034023,5.1657062569473,19.206426649538,1.17317766504935e-05,0.00335851361780596
"52","ENSMUSG00000022949","Clic6",1.98423465055812,1.08879148947515,18.7052554028703,1.52561430207442e-05,0.0042623316501033
"53","ENSMUSG00000021268","Meg3",-0.471519125585343,6.0265143242906,18.5917111925074,1.61923064808134e-05,0.00443852506704258
"54","ENSMUSG00000040710","St8sia4",0.599039867768704,5.59167822281613,18.5528103319308,1.65261395447098e-05,0.00444614361676934
"55","ENSMUSG00000048904","Neurog1",-1.00135176167098,4.0199133426991,18.0781058594236,2.12025497747215e-05,0.00560055714776644
"56","ENSMUSG00000084111","Gm15710",-1.19317635229173,2.10238818714996,17.8159533609861,2.43334426110169e-05,0.00631279025451524
"57","ENSMUSG00000028763","Hspg2",0.409520001600194,6.83731623811249,17.6984104345606,2.58842812861193e-05,0.00659731295657441
"58","ENSMUSG00000016984","Etaa1",0.48114591955971,6.27067025499825,17.5834120837518,2.7497648201889e-05,0.00688768677719041
"59","ENSMUSG00000027500","Stmn2",-0.820073365275138,6.26116255734884,17.477189127368,2.90775668461139e-05,0.00715998120576853
"60","ENSMUSG00000018476","Kdm6b",-0.445827317569151,7.27993299650608,17.3994421709647,3.02914861444444e-05,0.0073345785117748
"61","ENSMUSG00000038255","Neurod2",-0.525891842850396,6.95269780212647,17.2546928288706,3.26889159412838e-05,0.00778532083270444
"62","ENSMUSG00000005125","Ndrg1",-0.897793167290474,4.1537609410052,17.0531604457696,3.63478308332111e-05,0.00851711752169179
"63","ENSMUSG00000110275","Gm5905",-1.01482503742461,2.45621357160067,16.9437757297946,3.85033526806077e-05,0.00887899536101378
"64","ENSMUSG00000041642","Kif21b",-0.385257025270706,8.99786457884325,16.8976115368883,3.94511929936951e-05,0.00895542080956879
"65","ENSMUSG00000029778","Adcyap1r1",-0.399771922216252,7.04235076480085,16.83854187884,4.06982986368526e-05,0.00895975415140379
"66","ENSMUSG00000035762","Tmem161b",0.580581789623399,5.61610854336673,16.8382886694698,4.07037289367188e-05,0.00895975415140379
"67","ENSMUSG00000051379","Flrt3",0.593075344698832,6.52569405617913,16.7455124641257,4.2743239017512e-05,0.00926826532009574
"68","ENSMUSG00000038393","Txnip",0.609517182270018,5.57504108755493,16.5273331916131,4.79537919051861e-05,0.0102451865999786
"69","ENSMUSG00000000560","Gabra2",0.540295510593646,5.00508271438965,16.3793669166308,5.18465574456197e-05,0.0107527487491941
"70","ENSMUSG00000062794","Zfp599",1.00186453589054,3.44477587599985,16.3538279537841,5.25499147296792e-05,0.0107527487491941
"71","ENSMUSG00000086324","Gm15564",1.26784613108272,3.26960583563877,16.4009294520631,5.12600880168328e-05,0.0107527487491941
"72","ENSMUSG00000058297","Spock2",-0.957542233100636,4.31717787991788,16.281824402531,5.45850275540678e-05,0.0110140455597986
"73","ENSMUSG00000028175","Depdc1a",0.742791559755639,5.16866636630931,15.937765157509,6.54595161704698e-05,0.012877290323247
"74","ENSMUSG00000055541","Lair1",1.37941610909173,2.10297038996651,15.9339402552086,6.55919248293145e-05,0.012877290323247
"75","ENSMUSG00000001985","Grik3",-0.966126062660416,4.68236009387973,15.8094112932543,7.00531923401548e-05,0.0133912207673391
"76","ENSMUSG00000027849","Syt6",-1.15403211334088,2.35142011460073,15.8246510019372,6.94912383380245e-05,0.0133912207673391
"77","ENSMUSG00000023092","Fhl1",0.394636563164665,7.61222600019745,15.7423998093873,7.25789456030977e-05,0.0135944447350786
"78","ENSMUSG00000024726","Carnmt1",0.731948517293478,3.67481480720299,15.7317735577125,7.29877952461547e-05,0.0135944447350786
"79","ENSMUSG00000071267","Zfp942",0.754043863131808,4.96580184064588,15.6342364087472,7.68505156271159e-05,0.0141327125446929
"80","ENSMUSG00000038418","Egr1",0.649739310451183,5.04410351812441,15.5282462547304,8.1281589262409e-05,0.0147607366100535
"81","ENSMUSG00000022507","1810013L24Rik",0.425447511174365,6.62784402153701,15.4749789214648,8.36046728155228e-05,0.0149951689711594
"82","ENSMUSG00000030209","Grin2b",-0.748422282304126,4.42217658097979,15.270562555075,9.3157037893695e-05,0.0165047005673122
"83","ENSMUSG00000067942","Zfp160",0.484049856113734,5.69401417377689,15.1948401961607,9.69680150077109e-05,0.0169729074943617
"84","ENSMUSG00000032482","Cspg5",-0.507556012767993,4.8552547433275,15.150516051171,9.92711759817607e-05,0.0171691862459883
"85","ENSMUSG00000024420","Zfp521",0.39807346876477,6.515710206479,15.0579046065445,0.000104262693051864,0.0177580802469222
"86","ENSMUSG00000054752","Fsd1l",0.502947666701014,7.64318935193647,15.042434234995,0.000105120794413223,0.0177580802469222
"87","ENSMUSG00000017548","Suz12",0.456395996660749,7.96474186498477,14.9932077073071,0.000107898843956022,0.0178131182385578
"88","ENSMUSG00000074158","Zfp976",0.738447352140173,4.04521189026646,15.0090014359019,0.000106999582576475,0.0178131182385578
"89","ENSMUSG00000030098","Grip2",-1.21415265499421,1.74241110946343,14.8676951805911,0.000115321102886053,0.0188245503677369
"90","ENSMUSG00000001506","Col1a1",1.27305757359719,3.37831591837016,14.7127413091837,0.000125197417456367,0.0200521668856065
"91","ENSMUSG00000033972","Zfp944",0.696767757479316,4.48001467534046,14.7066576099148,0.000125602091587981,0.0200521668856065
"92","ENSMUSG00000029695","Aass",1.12655821286881,1.67396264947356,14.6501088296343,0.000129427170663763,0.0204382384282952
"93","ENSMUSG00000036282","Naa30",0.555791417715567,5.97637192044367,14.5668729307391,0.000135271849441722,0.0210239948034065
"94","ENSMUSG00000105703","Gm43305",-3.89676310976857,0.843435941633897,14.5363931956973,0.000137477939587254,0.0210239948034065
"95","ENSMUSG00000113691","Gm38699",1.61150725906825,0.304716164347637,14.5476701946081,0.000136657532009648,0.0210239948034065
"96","ENSMUSG00000039542","Ncam1",-0.419077222364272,7.70397125367578,14.5030424575572,0.000139933358287611,0.0211765815541918
"97","ENSMUSG00000079555","Haus3",0.485563009606825,5.13168426191236,14.4235431923352,0.000145966012240299,0.021861796142547
"98","ENSMUSG00000021068","Nin",-0.465454703791843,5.89905707332217,14.2972332011628,0.000156094142515008,0.0228426001243995
"99","ENSMUSG00000024589","Nedd4l",-0.382371932162327,8.11066678213183,14.2949424277115,0.00015628421865575,0.0228426001243995
"100","ENSMUSG00000029193","Cckar",1.12590767024224,2.61523544314511,14.2835669435726,0.000157231553719711,0.0228426001243995
"101","ENSMUSG00000030077","Chl1",-0.821896591943163,5.55099831906948,14.2594569262329,0.00015925856512401,0.0229080042982338
"102","ENSMUSG00000036295","Lrrn3",-0.36419776580197,6.37162550907216,14.2219403783283,0.000162465175707487,0.023140137967435
"103","ENSMUSG00000030772","Dkk3",-0.441371106075717,5.30469129831853,14.1728078510204,0.00016676318312425,0.023521704120671
"104","ENSMUSG00000030386","Zfp606",0.38315294434746,6.40040169330247,14.0689083561565,0.000176233054202839,0.0243839410615128
"105","ENSMUSG00000034765","Dusp5",1.74366573345038,2.34594644950193,14.0751719584472,0.000175647116805197,0.0243839410615128
"106","ENSMUSG00000037685","Atp8a1",0.426155525237357,5.89449609287979,13.9359497425369,0.000189146098327075,0.0259237218537335
"107","ENSMUSG00000006574","Slc4a1",3.04321867972279,-0.129093899518553,13.820779619646,0.000201099781329912,0.0269040878932493
"108","ENSMUSG00000015882","Lcorl",0.538456842393507,5.9682720328031,13.8137391715577,0.000201854734331235,0.0269040878932493
"109","ENSMUSG00000029757","Dync1i1",-1.05136817889955,3.06745970277162,13.8324286789347,0.000199856884940564,0.0269040878932493
"110","ENSMUSG00000096916","Zfp850",0.638763935748805,4.16885140257487,13.7635192663652,0.000207323330583785,0.0273817576974657
"111","ENSMUSG00000023243","Kcnk5",0.594203794829216,4.42757224699369,13.6582174524131,0.000219279566670137,0.0284436923623549
"112","ENSMUSG00000026385","Dbi",-0.408839405771556,8.43165342884343,13.6673106206353,0.000218220252143414,0.0284436923623549
"113","ENSMUSG00000038065","Mturn",-0.340711196794622,6.88124710219667,13.5424805961496,0.000233223938137339,0.0297217313443795
"114","ENSMUSG00000038975","Rabggtb",0.389015523585093,6.81243341195936,13.5451310812151,0.000232894809982649,0.0297217313443795
"115","ENSMUSG00000024990","Rbp4",-0.881706592736613,2.56804946455421,13.4624718742502,0.00024338289116241,0.0307466664591956
"116","ENSMUSG00000041362","Shtn1",-0.701874061694462,4.88862050505977,13.4403520162427,0.000246269407717077,0.0308431203044284
"117","ENSMUSG00000055078","Gabra5",-1.82577751619622,-0.0350968076771061,13.358034654801,0.00025731782474345,0.0319513962211355
"118","ENSMUSG00000047648","Fbxo30",0.494142641735329,6.32706009666435,13.2765475729332,0.000268746948112632,0.0330877598489858
"119","ENSMUSG00000026830","Ermn",1.01454034608305,2.67108609845887,13.2420443759696,0.00027373919348012,0.0334191848981444
"120","ENSMUSG00000041773","Enc1",-0.351318903214597,8.76615190381596,13.2244510776531,0.000276320636328469,0.0334532183715
"121","ENSMUSG00000022034","Esco2",0.479171592729821,6.03162661298226,13.1995900060059,0.000280010367712156,0.033581614878376
"122","ENSMUSG00000033066","Gas7",-0.746914988671559,4.13503003367362,13.1862928356135,0.000282004199832177,0.033581614878376
"123","ENSMUSG00000114172","Gm36298",1.31193204607718,1.33215594407072,13.0546006460014,0.000302540336400383,0.0357341951806892
"124","ENSMUSG00000046719","Nxph3",-1.80989822828853,2.05245036959813,12.9272241320339,0.00032383764952304,0.037941236873151
"125","ENSMUSG00000022665","Ccdc80",-0.499927667184203,6.14972369945648,12.8229340717403,0.000342396362858097,0.038861987184394
"126","ENSMUSG00000030761","Myo7a",-1.8088355174781,3.5973120003332,12.8482164983135,0.00033780105314649,0.038861987184394
"127","ENSMUSG00000032289","Thsd4",-0.434734873610666,6.35109882632845,12.8347902209033,0.000340233602611852,0.038861987184394
"128","ENSMUSG00000105866","Gm6745",-1.68748345272521,-0.125557747362136,12.8530275746379,0.000336933665483923,0.038861987184394
"129","ENSMUSG00000030862","Cpxm2",-0.985321667908207,2.19600044113768,12.7799480426394,0.000350354660470372,0.0394569961807253
"130","ENSMUSG00000029005","Draxin",-0.371166853916969,8.00336921583331,12.6783575939959,0.000369912355431321,0.0410235625931774
"131","ENSMUSG00000061517","Sox21",0.396363644946712,6.91348862577303,12.69125930184,0.000367368777538928,0.0410235625931774
"132","ENSMUSG00000046169","Adamts6",0.406342575347674,6.00178534345613,12.5195716234186,0.000402711210046214,0.0443226398450864
"133","ENSMUSG00000045994","B3gat1",-0.420774472620376,6.46059539712892,12.490899364737,0.000408939273590347,0.0446696974941396
"134","ENSMUSG00000037465","Klf10",0.573920125790905,4.32379500900414,12.3766139566868,0.000434744843215436,0.0471341274793571
"135","ENSMUSG00000028345","Tex10",0.410130074437025,6.09279220914014,12.3623499624424,0.000438078935931827,0.0471437835645747
"136","ENSMUSG00000007812","Zfp655",0.44255519196918,5.92253154724009,12.3222306971311,0.000447595484550836,0.047586183174871
"137","ENSMUSG00000050714","Zbtb26",0.476001825403014,5.3040895229964,12.311761787072,0.000450112917808808,0.047586183174871
"138","ENSMUSG00000117284","Gm7072",0.697011396227599,4.67757752537394,12.3038854628178,0.000452016332470553,0.047586183174871
"139","ENSMUSG00000018411","Mapt",-0.635574074659212,6.97026587534465,12.2658475580049,0.000461323645172474,0.0478906902790567
"140","ENSMUSG00000036298","Slc2a13",0.524369960900692,4.39725410970817,12.2651274576319,0.000461501695971086,0.0478906902790567
"141","ENSMUSG00000003410","Elavl3",-0.320390430405124,7.80467769853411,12.2384650950521,0.000468143236995895,0.0478956686413829
"142","ENSMUSG00000113416","Gm49328",1.21973316726399,1.95511093515293,12.2509028925391,0.000465033087684994,0.0478956686413829
"143","ENSMUSG00000021319","Sfrp4",0.883310050247956,3.33036009073906,12.2059621309366,0.000476370280468554,0.048396555487043
"144","ENSMUSG00000044934","Zfp367",0.482189102779741,5.77154378807357,12.1533553633508,0.00048999632045849,0.049435184330701
"145","ENSMUSG00000002617","Zfp40",0.552386089462876,4.99978209086877,12.1235561054487,0.000497888671320548,0.0498850111513443
"146","ENSMUSG00000045104","Gm5514",-3.05587296809254,1.12734179939038,12.0601091320706,0.000515122763738672,0.0503323240704483
"147","ENSMUSG00000061911","Myt1l",-0.500437523420776,5.4996045036503,12.0559517666818,0.000516272828040778,0.0503323240704483
"148","ENSMUSG00000067929","Gm10226",1.41223054940804,1.0031419306713,12.0513333310353,0.000517553478766046,0.0503323240704483
"149","ENSMUSG00000113646","Gm46313",3.40215785896895,-0.12039097815086,12.0825598789504,0.000508956686800584,0.0503323240704483
"150","ENSMUSG00000114329","Gm30489",-1.94430403737144,-0.0616237806624024,12.0437052509494,0.000519675702819882,0.0503323240704483
"151","ENSMUSG00000003038","Hmgn2",-0.723234707134493,9.39817141271412,12.0160620782983,0.000527440235011199,0.0507460379751172
"152","ENSMUSG00000079523","Tmsb10",-0.598435573136662,7.95720793967352,11.9904737628143,0.000534731938806854,0.051109115835434
"153","ENSMUSG00000044768","D1Ertd622e",0.406521400899535,6.06805332918878,11.9734299325216,0.00053964517065259,0.0512416015636655
"154","ENSMUSG00000028832","Stmn1",-0.4395847807908,9.47409579051761,11.9465444885342,0.000547488267573833,0.051648763320212
"155","ENSMUSG00000021411","Pxdc1",-1.19010392432879,1.05907097908359,11.7970871377575,0.000593234669702064,0.055603311493107
"156","ENSMUSG00000000305","Cdh4",-0.329387469439355,6.68690443736637,11.7607026575969,0.000604943852165138,0.0559784986258288
"157","ENSMUSG00000040124","Gorab",0.455924971702508,4.94301553254788,11.7638141945717,0.000603933441873567,0.0559784986258288
"158","ENSMUSG00000026840","Lamc3",1.73318605866905,0.739586157669135,11.7258133836537,0.000616391023453825,0.0563755560585355
"159","ENSMUSG00000041483","Zfp281",0.381698168790166,6.30115256795317,11.7123214225745,0.000620876168045545,0.0563755560585355
"160","ENSMUSG00000073664","Nbeal1",0.567693306231705,5.55178603777835,11.7211570786819,0.000617935213531427,0.0563755560585355
"161","ENSMUSG00000021806","Nid2",0.673061511050828,3.98082177719517,11.6802871408231,0.000631657838708853,0.0569982924270945
"162","ENSMUSG00000068134","Zfp120",0.544330604900159,4.35568951008911,11.6455691089237,0.000643556420724752,0.057713504199316
"163","ENSMUSG00000020659","Cbll1",0.431656128097441,5.14578209230458,11.6338564180225,0.000647621460931688,0.0577217459166599
"164","ENSMUSG00000053347","Zfp943",0.581420770928144,4.61673753580058,11.5968893795073,0.000660622239275899,0.0582335907733346
"165","ENSMUSG00000078546","Zfp995",0.742252651714032,3.31087301994908,11.5947547667929,0.000661380952477988,0.0582335907733346
"166","ENSMUSG00000049551","Fzd9",0.444359389217461,5.61955457388675,11.5626476687348,0.000672899659887133,0.058890881077351
"167","ENSMUSG00000038535","Zfp280d",0.50258240395534,6.62579389627938,11.5210707689434,0.000688117420525355,0.0598620951221099
"168","ENSMUSG00000031665","Sall1",0.330615775344472,8.38505310963346,11.4840755551577,0.000701950328495034,0.0603428069371352
"169","ENSMUSG00000055373","Fut9",0.65636482910038,6.95126060297731,11.4907604916233,0.000699430127087485,0.0603428069371352
"170","ENSMUSG00000034317","Trim59",0.498366842513786,7.54954466330662,11.4554333644488,0.000712852628917903,0.0609195470171723
"171","ENSMUSG00000105031","Gm3511",-1.81371405721532,-0.4512213552903,11.4259912252851,0.000724237771721957,0.0615305634361204
"172","ENSMUSG00000021721","Htr1a",-2.23335128573589,0.673859698948604,11.3982591826641,0.000735129613617698,0.0619056416325021
"173","ENSMUSG00000031636","Pdlim3",-1.14670576968401,1.25878165750563,11.390002544719,0.000738404294579826,0.0619056416325021
"174","ENSMUSG00000075232","Amd1",0.324686343162327,6.35710344508291,11.3823915454469,0.000741435961182225,0.0619056416325021
"175","ENSMUSG00000032087","Dscaml1",-0.465149942312022,5.51877715448496,11.3601916900662,0.000750350797733705,0.0622919793684301
"176","ENSMUSG00000000078","Klf6",0.490082393793507,6.69193472217313,11.340172034665,0.000758482973420177,0.0626093218059565
"177","ENSMUSG00000050856","Atp5k",-0.422644862380967,5.4295440252995,11.3269270855455,0.000763912091921721,0.0627012139629309
"178","ENSMUSG00000020297","Nsg2",-0.344267279611378,8.59504379547437,11.2994243093862,0.000775311270359633,0.0632541346106512
"179","ENSMUSG00000020473","Aebp1",1.61827758298768,0.570098923124102,11.2897627032736,0.000779356421758437,0.0632541346106512
"180","ENSMUSG00000047261","Gap43",-0.517600102135516,5.86725631334123,11.2597119033138,0.000792075033092203,0.0639292560042418
"181","ENSMUSG00000032291","Crabp1",1.34360375972776,1.65173271402038,11.2321758078892,0.000803913430360488,0.0642685947203321
"182","ENSMUSG00000042035","Igsf3",-0.339978318601314,5.93495076874727,11.2122754929224,0.000812580201604118,0.0642685947203321
"183","ENSMUSG00000053846","Lipg",-0.526460779885937,5.22304338301298,11.1990362401036,0.000818398267019647,0.0642685947203321
"184","ENSMUSG00000073678","Pgap1",0.420292776644399,7.22268650462287,11.2080221154452,0.000814444800913479,0.0642685947203321
"185","ENSMUSG00000113836","Gm3325",0.723653150248164,4.05182469683701,11.2078744335652,0.000814509619443037,0.0642685947203321
"186","ENSMUSG00000101970","1810026B05Rik",0.574990217980652,6.13762519296701,11.1701875748008,0.000831222229627875,0.0649247126453429
"187","ENSMUSG00000020063","Sirt1",0.496848133686557,5.70881246830669,11.1306688447732,0.000849119675355835,0.065967971355987
"188","ENSMUSG00000074637","Sox2",0.317490436593598,8.09019541223474,11.0959346576113,0.000865171685008515,0.0668575225521474
"189","ENSMUSG00000026797","Stxbp1",-0.363230789536982,6.14867086341599,11.0632343327892,0.000880564038211511,0.0674588050720374
"190","ENSMUSG00000036523","Greb1",1.49542357215499,-0.0418161697797617,11.0499776145568,0.000886882693334192,0.0674588050720374
"191","ENSMUSG00000078591","Hs3st4",-1.14045091386953,2.10866478382511,11.0519166807522,0.000885955606769016,0.0674588050720374
"192","ENSMUSG00000017724","Etv4",-0.774696324080298,2.75648694950227,10.9257871710931,0.000948348997570522,0.0717584074828361
"193","ENSMUSG00000026193","Fn1",0.401094565531404,7.88169128125407,10.8823150763595,0.000970868169165428,0.072925084203006
"194","ENSMUSG00000062939","Stat4",1.10985953178254,1.14576851173735,10.8767173950778,0.000973806878812167,0.072925084203006
"195","ENSMUSG00000020734","Grin2c",-0.922802090135685,1.89511138089804,10.8193692783573,0.00100443700885836,0.0734448527249143
"196","ENSMUSG00000026779","Mastl",0.444390618841736,5.00234692203028,10.8343469414223,0.000996344526500117,0.0734448527249143
"197","ENSMUSG00000033319","Fem1c",0.451193418841446,6.89521553993296,10.8346009155548,0.000996207873391169,0.0734448527249143
"198","ENSMUSG00000116802","AC129328.1",0.804315945517863,2.86617724786371,10.8164452296121,0.0010060246208878,0.0734448527249143
"199","ENSMUSG00000116912","AC125028.1",-1.47182780905338,1.823348092619,10.8207345822341,0.00100369658517245,0.0734448527249143
"200","ENSMUSG00000027014","Cwc22",0.768844350433411,6.91505057019832,10.7904532146542,0.00102024899957861,0.0741108873293905
"201","ENSMUSG00000047935","Sox1ot",-0.411789365519613,5.2786575159783,10.7807896251279,0.00102558921199909,0.0741281595618048
"202","ENSMUSG00000006154","Eps8l1",2.76246493065286,1.41100787427266,10.7355877654333,0.00105094616107198,0.0743704586018783
"203","ENSMUSG00000019210","Atp6v1e1",-0.322097670819425,6.08460381891553,10.7203152334462,0.00105965617638965,0.0743704586018783
"204","ENSMUSG00000024347","Psd2",-0.394249995287821,5.15149845455875,10.7290368584597,0.00105467327848932,0.0743704586018783
"205","ENSMUSG00000039191","Rbpj",0.417229186038971,7.37271501312568,10.739043667651,0.00104898530718872,0.0743704586018783
"206","ENSMUSG00000042460","C1galt1",0.557087048168204,4.74566150545796,10.7248914678753,0.00105703868904239,0.0743704586018783
"207","ENSMUSG00000113174","Gm9292",2.53957528380761,0.198098104915641,10.7601363721765,0.00103709741084776,0.0743704586018783
"208","ENSMUSG00000024317","Rnf138",0.522807532206046,6.03290522666014,10.6252878683694,0.00111551601902655,0.0779145034827774
"209","ENSMUSG00000032332","Col12a1",-0.720858824309779,5.14157814461614,10.6109976336476,0.00112417019791684,0.0781432757671569
"210","ENSMUSG00000019874","Fabp7",-0.34902449597796,9.64816657529224,10.596677423775,0.00113291067182816,0.0781656060209658
"211","ENSMUSG00000035357","Pdzrn3",-0.637591537641857,5.15819970614063,10.5928602153783,0.0011352521248915,0.0781656060209658
"212","ENSMUSG00000027115","Kif18a",0.42192754173997,6.09485647106592,10.5691746532766,0.00114989055117219,0.0781757931234029
"213","ENSMUSG00000035133","Arhgap5",0.527601885444257,7.85188632509782,10.583248635865,0.00114116951837143,0.0781757931234029
"214","ENSMUSG00000073164","2410018L13Rik",-5.02792858929371,0.723430539187837,10.5665197741529,0.00115154320817788,0.0781757931234029
"215","ENSMUSG00000030208","Emp1",-2.06095445682323,4.11696906019524,10.533408114186,0.00117235818841627,0.07921869656424
"216","ENSMUSG00000107951","Gm6210",-0.846908094492662,3.32990425077704,10.4787369451935,0.00120756283823396,0.0812197820086245
